Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	Version	Scenario	NumAlleles	Number	GenoError	gtyp.err.assumption
afAFaanh	10	14	14	2	2	33	0	0	ColonyNewVersionPairwise	onelarge_noh	5	13	h	d.02m.02
afAFaanl	10	13	13	0	0	30	0	0	ColonyNewVersionPairwise	onelarge_noh	5	13	l	d.02m.02
afAFaann	10	14	14	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	13	n	d.02m.02
afAFaaoh	10	20	20	15	15	42	0	0	ColonyNewVersionPairwise	onelarge_noh	5	14	h	d.02m.02
afAFaaol	10	16	16	9	9	40	0	0	ColonyNewVersionPairwise	onelarge_noh	5	14	l	d.02m.02
afAFaaon	10	14	14	6	6	39	0	0	ColonyNewVersionPairwise	onelarge_noh	5	14	n	d.02m.02
afAFaaph	10	17	17	10	10	42	0	0	ColonyNewVersionPairwise	onelarge_noh	5	15	h	d.02m.02
afAFaapl	10	14	14	8	8	41	0	0	ColonyNewVersionPairwise	onelarge_noh	5	15	l	d.02m.02
afAFaapn	10	16	16	11	11	45	0	0	ColonyNewVersionPairwise	onelarge_noh	5	15	n	d.02m.02
afAGaabh	10	31	31	24	24	45	0	0	ColonyNewVersionPairwise	onelarge_wh	5	1	h	d.02m.02
afAGaabl	10	35	35	31	31	53	0	0	ColonyNewVersionPairwise	onelarge_wh	5	1	l	d.02m.02
afAGaabn	10	36	36	30	30	52	0	0	ColonyNewVersionPairwise	onelarge_wh	5	1	n	d.02m.02
afAGaach	10	39	39	32	32	48	0	0	ColonyNewVersionPairwise	onelarge_wh	5	2	h	d.02m.02
afAGaacl	10	38	38	33	33	50	0	0	ColonyNewVersionPairwise	onelarge_wh	5	2	l	d.02m.02
afAGaacn	10	37	37	34	34	54	0	0	ColonyNewVersionPairwise	onelarge_wh	5	2	n	d.02m.02
afAGaadh	10	25	25	18	18	52	0	0	ColonyNewVersionPairwise	onelarge_wh	5	3	h	d.02m.02
afAGaadl	10	26	26	22	22	60	0	0	ColonyNewVersionPairwise	onelarge_wh	5	3	l	d.02m.02
afAGaadn	10	28	28	21	21	59	0	0	ColonyNewVersionPairwise	onelarge_wh	5	3	n	d.02m.02
afAGaaeh	10	26	26	17	17	53	0	0	ColonyNewVersionPairwise	onelarge_wh	5	4	h	d.02m.02
afAGaael	10	27	27	23	23	60	0	0	ColonyNewVersionPairwise	onelarge_wh	5	4	l	d.02m.02
afAGaaen	10	28	28	23	23	61	0	0	ColonyNewVersionPairwise	onelarge_wh	5	4	n	d.02m.02
afAGaafh	10	25	25	20	20	55	0	0	ColonyNewVersionPairwise	onelarge_wh	5	5	h	d.02m.02
afAGaafl	10	25	25	22	22	56	0	0	ColonyNewVersionPairwise	onelarge_wh	5	5	l	d.02m.02
afAGaafn	10	25	25	20	20	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	5	n	d.02m.02
afAGaagh	10	34	34	26	26	46	0	0	ColonyNewVersionPairwise	onelarge_wh	5	6	h	d.02m.02
afAGaagl	10	37	37	27	27	49	0	0	ColonyNewVersionPairwise	onelarge_wh	5	6	l	d.02m.02
afAGaagn	10	36	36	28	28	51	0	0	ColonyNewVersionPairwise	onelarge_wh	5	6	n	d.02m.02
afAGaahh	10	32	32	28	28	59	0	0	ColonyNewVersionPairwise	onelarge_wh	5	7	h	d.02m.02
afAGaahl	10	36	36	31	31	60	0	0	ColonyNewVersionPairwise	onelarge_wh	5	7	l	d.02m.02
afAGaahn	10	27	27	21	21	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	7	n	d.02m.02
afAGaaih	10	28	28	23	23	58	0	0	ColonyNewVersionPairwise	onelarge_wh	5	8	h	d.02m.02
afAGaail	10	23	23	16	16	51	0	0	ColonyNewVersionPairwise	onelarge_wh	5	8	l	d.02m.02
afAGaain	10	26	26	23	23	63	0	0	ColonyNewVersionPairwise	onelarge_wh	5	8	n	d.02m.02
afAGaajh	10	37	37	33	33	63	0	0	ColonyNewVersionPairwise	onelarge_wh	5	9	h	d.02m.02
afAGaajl	10	28	28	24	24	61	0	0	ColonyNewVersionPairwise	onelarge_wh	5	9	l	d.02m.02
afAGaajn	10	27	27	24	24	62	0	0	ColonyNewVersionPairwise	onelarge_wh	5	9	n	d.02m.02
afAGaakh	10	26	26	21	21	52	0	0	ColonyNewVersionPairwise	onelarge_wh	5	10	h	d.02m.02
afAGaakl	10	24	24	15	15	47	0	0	ColonyNewVersionPairwise	onelarge_wh	5	10	l	d.02m.02
afAGaakn	10	24	24	17	17	49	0	0	ColonyNewVersionPairwise	onelarge_wh	5	10	n	d.02m.02
afAGaalh	10	43	43	35	35	53	0	0	ColonyNewVersionPairwise	onelarge_wh	5	11	h	d.02m.02
afAGaall	10	39	39	33	33	56	0	0	ColonyNewVersionPairwise	onelarge_wh	5	11	l	d.02m.02
afAGaaln	10	38	38	32	32	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	11	n	d.02m.02
afAGaamh	10	37	37	31	31	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	12	h	d.02m.02
afAGaaml	10	26	26	21	21	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	12	l	d.02m.02
afAGaamn	10	25	25	20	20	56	0	0	ColonyNewVersionPairwise	onelarge_wh	5	12	n	d.02m.02
afAGaanh	10	30	30	28	28	64	0	0	ColonyNewVersionPairwise	onelarge_wh	5	13	h	d.02m.02
afAGaanl	10	31	31	27	27	63	0	0	ColonyNewVersionPairwise	onelarge_wh	5	13	l	d.02m.02
afAGaann	10	31	31	27	27	63	0	0	ColonyNewVersionPairwise	onelarge_wh	5	13	n	d.02m.02
afAGaaoh	10	25	25	19	19	54	0	0	ColonyNewVersionPairwise	onelarge_wh	5	14	h	d.02m.02
afAGaaol	10	24	24	20	20	58	0	0	ColonyNewVersionPairwise	onelarge_wh	5	14	l	d.02m.02
afAGaaon	10	26	26	20	20	57	0	0	ColonyNewVersionPairwise	onelarge_wh	5	14	n	d.02m.02
afAGaaph	10	40	40	34	34	53	0	0	ColonyNewVersionPairwise	onelarge_wh	5	15	h	d.02m.02
afAGaapl	10	40	40	34	34	55	0	0	ColonyNewVersionPairwise	onelarge_wh	5	15	l	d.02m.02
afAGaapn	10	40	40	33	33	54	0	0	ColonyNewVersionPairwise	onelarge_wh	5	15	n	d.02m.02
afAHaabh	10	14	14	12	12	54	0	0	ColonyNewVersionPairwise	sfs_noh	5	1	h	d.02m.02
