Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	real.time.secs	user.time.secs
allpathalf	15	2	n	apACaacn	20	38	38	29	29	39	0	0	0.17	0.17
allpathalf	15	3	h	apACaadh	20	28	28	23	23	32	0	0	0.17	0.17
allpathalf	15	3	l	apACaadl	20	28	28	21	21	29	0	0	0.17	0.17
allpathalf	15	3	n	apACaadn	20	42	42	41	41	54	0	0	0.17	0.17
allpathalf	15	4	h	apACaaeh	20	36	36	28	28	36	0	0	0.17	0.17
allpathalf	15	4	l	apACaael	20	47	47	42	42	53	0	0	0.17	0.17
allpathalf	15	4	n	apACaaen	20	44	44	39	39	50	0	0	0.17	0.17
allpathalf	15	5	h	apACaafh	20	35	35	30	30	40	0	0	0.17	0.17
allpathalf	15	5	l	apACaafl	20	35	35	29	29	37	0	0	0.17	0.17
allpathalf	15	5	n	apACaafn	20	37	37	30	30	38	0	0	0.17	0.17
allpathalf	15	6	h	apACaagh	20	23	23	17	17	23	0	0	0.17	0.17
allpathalf	15	6	l	apACaagl	20	35	35	28	28	37	0	0	0.17	0.17
allpathalf	15	6	n	apACaagn	20	34	34	29	29	39	0	0	0.17	0.17
allpathalf	15	7	h	apACaahh	20	38	38	32	32	40	0	0	0.17	0.17
allpathalf	15	7	l	apACaahl	20	35	35	29	29	40	0	0	0.17	0.17
allpathalf	15	7	n	apACaahn	20	33	33	24	24	32	0	0	0.17	0.17
allpathalf	15	8	h	apACaaih	20	29	29	23	23	32	0	0	0.17	0.17
allpathalf	15	8	l	apACaail	20	36	36	28	28	38	0	0	0.19	0.17
allpathalf	15	8	n	apACaain	20	48	48	43	43	54	0	0	0.17	0.17
allpathalf	15	9	h	apACaajh	20	34	34	29	29	40	0	0	0.17	0.17
allpathalf	15	9	l	apACaajl	20	38	38	31	31	41	0	0	0.17	0.17
allpathalf	15	9	n	apACaajn	20	42	42	33	33	43	0	0	0.17	0.17
allpathalf	15	10	h	apACaakh	20	30	30	26	26	36	0	0	0.17	0.17
allpathalf	15	10	l	apACaakl	20	38	38	32	32	43	0	0	0.17	0.17
allpathalf	15	10	n	apACaakn	20	42	42	37	37	49	0	0	0.17	0.17
allpathalf	15	11	h	apACaalh	20	28	28	13	13	18	0	0	0.17	0.17
allpathalf	15	11	l	apACaall	20	38	38	32	32	42	0	0	0.17	0.17
allpathalf	15	11	n	apACaaln	20	44	44	40	40	53	0	0	0.17	0.17
allpathalf	15	12	h	apACaamh	20	26	26	17	17	24	0	0	0.17	0.17
allpathalf	15	12	l	apACaaml	20	34	34	29	29	37	0	0	0.17	0.17
allpathalf	15	12	n	apACaamn	20	37	37	33	33	44	0	0	0.17	0.17
allpathalf	15	13	h	apACaanh	20	34	34	24	24	33	0	0	0.17	0.17
allpathalf	15	13	l	apACaanl	20	48	48	44	44	55	0	0	0.17	0.17
allpathalf	15	13	n	apACaann	20	47	47	41	41	51	0	0	0.17	0.17
allpathalf	15	14	h	apACaaoh	20	27	27	23	23	32	0	0	0.17	0.17
allpathalf	15	14	l	apACaaol	20	40	40	37	37	48	0	0	0.17	0.17
allpathalf	15	14	n	apACaaon	20	41	41	39	39	50	0	0	0.17	0.17
allpathalf	15	15	h	apACaaph	20	25	25	17	17	24	0	0	0.17	0.17
allpathalf	15	15	l	apACaapl	20	32	32	25	25	33	0	0	0.17	0.17
allpathalf	15	15	n	apACaapn	20	30	30	23	23	31	0	0	0.17	0.17
allpathalf	15	16	h	apACaaqh	20	23	23	16	16	23	0	0	0.17	0.17
allpathalf	15	16	l	apACaaql	20	31	31	24	24	32	0	0	0.17	0.17
allpathalf	15	16	n	apACaaqn	20	31	31	23	23	32	0	0	0.17	0.17
allpathalf	15	17	h	apACaarh	20	34	34	29	29	38	0	0	0.17	0.17
allpathalf	15	17	l	apACaarl	20	37	37	34	34	45	0	0	0.17	0.17
allpathalf	15	17	n	apACaarn	20	44	44	42	42	55	0	0	0.17	0.17
allpathalf	15	18	h	apACaash	20	26	26	20	20	27	0	0	0.17	0.17
allpathalf	15	18	l	apACaasl	20	28	28	24	24	33	0	0	0.17	0.17
allpathalf	15	18	n	apACaasn	20	46	46	42	42	53	0	0	0.17	0.17
allpathalf	15	19	h	apACaath	20	33	33	27	27	36	0	0	0.17	0.17
allpathalf	15	19	l	apACaatl	20	34	34	27	27	36	0	0	0.17	0.17
allpathalf	15	19	n	apACaatn	20	38	38	29	29	38	0	0	0.17	0.17
allpathalf	15	20	h	apACaauh	20	35	35	31	31	41	0	0	0.17	0.17
allpathalf	15	20	l	apACaaul	20	41	41	38	38	50	0	0	0.17	0.17
allpathalf	15	20	n	apACaaun	20	41	41	37	37	49	0	0	0.17	0.17
allpathalf	15	21	h	apACaavh	20	26	26	16	16	22	0	0	0.17	0.17
allpathalf	15	21	l	apACaavl	20	43	43	40	40	52	0	0	0.17	0.17
allpathalf	15	21	n	apACaavn	20	50	50	48	48	60	0	0	0.17	0.17
allpathalf	15	22	h	apACaawh	20	26	26	15	15	21	0	0	0.17	0.17
allpathalf	15	22	l	apACaawl	20	39	39	34	34	42	0	0	0.17	0.17
allpathalf	15	22	n	apACaawn	20	41	41	35	35	44	0	0	0.17	0.17
allpathalf	15	23	h	apACaaxh	20	16	16	11	11	16	0	0	0.17	0.17
allpathalf	15	23	l	apACaaxl	20	26	26	18	18	25	0	0	0.17	0.17
allpathalf	15	23	n	apACaaxn	20	33	33	25	25	34	0	0	0.17	0.17
allpathalf	15	24	h	apACaayh	20	21	21	10	10	14	0	0	0.17	0.17
allpathalf	15	24	l	apACaayl	20	35	35	28	28	38	0	0	0.17	0.17
allpathalf	15	24	n	apACaayn	20	33	33	24	24	33	0	0	0.17	0.17
allpathalf	15	25	h	apACaazh	20	28	28	23	23	32	0	0	0.17	0.17
allpathalf	15	25	l	apACaazl	20	38	38	31	31	42	0	0	0.17	0.17
allpathalf	15	25	n	apACaazn	20	38	38	33	33	45	0	0	0.17	0.17
allpathalf	15	26	h	apACabah	20	36	36	31	31	40	0	0	0.17	0.17
allpathalf	15	26	l	apACabal	20	36	36	35	35	45	0	0	0.17	0.17
allpathalf	15	26	n	apACaban	20	39	39	36	36	47	0	0	0.17	0.17
allpathalf	15	27	h	apACabbh	20	27	27	19	19	25	0	0	0.17	0.17
allpathalf	15	27	l	apACabbl	20	23	23	14	14	20	0	0	0.17	0.17
allpathalf	15	27	n	apACabbn	20	38	38	37	37	48	0	0	0.17	0.17
allpathalf	15	28	h	apACabch	20	44	44	43	43	56	0	0	0.17	0.17
allpathalf	15	28	l	apACabcl	20	51	51	51	51	65	0	0	0.17	0.17
allpathalf	15	28	n	apACabcn	20	49	49	48	48	60	0	0	0.17	0.17
allpathalf	15	29	h	apACabdh	20	31	31	25	25	34	0	0	0.17	0.17
allpathalf	15	29	l	apACabdl	20	30	30	24	24	32	0	0	0.17	0.17
allpathalf	15	29	n	apACabdn	20	27	27	18	18	25	0	0	0.17	0.17
allpathalf	15	30	h	apACabeh	20	15	15	12	12	16	0	0	0.17	0.17
allpathalf	15	30	l	apACabel	20	27	27	21	21	28	0	0	0.17	0.17
allpathalf	15	30	n	apACaben	20	30	30	24	24	31	0	0	0.17	0.17
allpathalf	15	31	h	apACabfh	20	21	21	12	12	16	0	0	0.17	0.17
allpathalf	15	31	l	apACabfl	20	33	33	25	25	34	0	0	0.17	0.17
allpathalf	15	31	n	apACabfn	20	38	38	34	34	46	0	0	0.17	0.17
allpathalf	15	32	h	apACabgh	20	39	39	32	32	43	0	0	0.17	0.17
allpathalf	15	32	l	apACabgl	20	42	42	36	36	47	0	0	0.17	0.17
allpathalf	15	32	n	apACabgn	20	49	49	43	43	55	0	0	0.17	0.17
allpathalf	15	33	h	apACabhh	20	26	26	20	20	28	0	0	0.17	0.17
allpathalf	15	33	l	apACabhl	20	34	34	25	25	35	0	0	0.17	0.17
allpathalf	15	33	n	apACabhn	20	39	39	33	33	45	0	0	0.17	0.17
allpathalf	15	34	h	apACabih	20	34	34	30	30	42	0	0	0.18	0.17
allpathalf	15	34	l	apACabil	20	38	38	36	36	47	0	0	0.17	0.17
allpathalf	15	34	n	apACabin	20	30	30	23	23	31	0	0	0.17	0.17
allpathalf	15	35	h	apACabjh	20	21	21	14	14	19	0	0	0.17	0.17
allpathalf	15	35	l	apACabjl	20	30	30	26	26	36	0	0	0.17	0.17
allpathalf	15	35	n	apACabjn	20	33	33	27	27	37	0	0	0.17	0.17
allpathalf	15	36	h	apACabkh	20	31	31	28	28	36	0	0	0.17	0.17
allpathalf	15	36	l	apACabkl	20	22	22	16	16	23	0	0	0.18	0.17
allpathalf	15	36	n	apACabkn	20	29	29	26	26	35	0	0	0.17	0.17
allpathalf	15	37	h	apACablh	20	31	31	24	24	33	0	0	0.17	0.17
allpathalf	15	37	l	apACabll	20	25	25	10	10	14	0	0	0.17	0.17
allpathalf	15	37	n	apACabln	20	43	43	34	34	44	0	0	0.17	0.17
allpathalf	15	38	h	apACabmh	20	32	32	24	24	33	0	0	0.17	0.17
allpathalf	15	38	l	apACabml	20	29	29	24	24	33	0	0	0.17	0.17
allpathalf	15	38	n	apACabmn	20	40	40	37	37	50	0	0	0.17	0.17
allpathalf	15	39	h	apACabnh	20	23	23	17	17	23	0	0	0.17	0.17
allpathalf	15	39	l	apACabnl	20	27	27	19	19	26	0	0	0.17	0.17
allpathalf	15	39	n	apACabnn	20	29	29	21	21	27	0	0	0.17	0.17
allpathalf	15	40	h	apACaboh	20	28	28	20	20	26	0	0	0.17	0.17
allpathalf	15	40	l	apACabol	20	34	34	29	29	38	0	0	0.17	0.17
allpathalf	15	40	n	apACabon	20	40	40	36	36	47	0	0	0.17	0.17
allpathalf	15	41	h	apACabph	20	35	35	30	30	41	0	0	0.17	0.17
allpathalf	15	41	l	apACabpl	20	39	39	37	37	48	0	0	0.17	0.17
allpathalf	15	41	n	apACabpn	20	46	46	45	45	58	0	0	0.18	0.17
allpathalf	15	42	h	apACabqh	20	39	39	36	36	48	0	0	0.17	0.17
allpathalf	15	42	l	apACabql	20	41	41	38	38	50	0	0	0.17	0.17
allpathalf	15	42	n	apACabqn	20	40	40	36	36	48	0	0	0.17	0.17
allpathalf	15	43	h	apACabrh	20	31	31	25	25	35	0	0	0.17	0.17
allpathalf	15	43	l	apACabrl	20	27	27	18	18	25	0	0	0.17	0.17
allpathalf	15	43	n	apACabrn	20	30	30	22	22	30	0	0	0.17	0.17
allpathalf	15	44	h	apACabsh	20	33	33	27	27	35	0	0	0.17	0.17
allpathalf	15	44	l	apACabsl	20	44	44	43	43	57	0	0	0.17	0.17
allpathalf	15	44	n	apACabsn	20	50	50	49	49	60	0	0	0.17	0.17
allpathalf	15	45	h	apACabth	20	29	29	21	21	30	0	0	0.17	0.17
allpathalf	15	45	l	apACabtl	20	33	33	25	25	34	0	0	0.17	0.17
allpathalf	15	45	n	apACabtn	20	39	39	29	29	39	0	0	0.17	0.17
allpathalf	15	46	h	apACabuh	20	27	27	19	19	26	0	0	0.17	0.17
allpathalf	15	46	l	apACabul	20	34	34	29	29	39	0	0	0.17	0.17
allpathalf	15	46	n	apACabun	20	31	31	25	25	35	0	0	0.17	0.17
allpathalf	15	47	h	apACabvh	20	32	32	25	25	33	0	0	0.17	0.17
allpathalf	15	47	l	apACabvl	20	36	36	32	32	42	0	0	0.17	0.17
allpathalf	15	47	n	apACabvn	20	39	39	36	36	47	0	0	0.17	0.17
allpathalf	15	48	h	apACabwh	20	29	29	25	25	34	0	0	0.17	0.17
allpathalf	15	48	l	apACabwl	20	34	34	28	28	38	0	0	0.17	0.17
allpathalf	15	48	n	apACabwn	20	36	36	33	33	45	0	0	0.17	0.17
allpathalf	15	49	h	apACabxh	20	35	35	29	29	38	0	0	0.17	0.17
allpathalf	15	49	l	apACabxl	20	36	36	29	29	38	0	0	0.17	0.17
allpathalf	15	49	n	apACabxn	20	35	35	29	29	38	0	0	0.17	0.17
allpathalf	15	50	h	apACabyh	20	33	33	27	27	35	0	0	0.17	0.17
allpathalf	15	50	l	apACabyl	20	28	28	27	27	36	0	0	0.17	0.17
allpathalf	15	50	n	apACabyn	20	35	35	31	31	40	0	0	0.17	0.17
lotta_large	15	1	h	apADaabh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	1	l	apADaabl	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	1	n	apADaabn	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	2	h	apADaach	20	0	0	0	0	390	0	0	2.37	2.37
lotta_large	15	2	l	apADaacl	20	0	0	0	0	390	0	0	2.34	2.34
lotta_large	15	2	n	apADaacn	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	3	h	apADaadh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	3	l	apADaadl	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	3	n	apADaadn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	4	h	apADaaeh	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	4	l	apADaael	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	4	n	apADaaen	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	5	h	apADaafh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	5	l	apADaafl	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	5	n	apADaafn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	6	h	apADaagh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	6	l	apADaagl	20	0	0	0	0	390	0	0	2.32	2.32
lotta_large	15	6	n	apADaagn	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	7	h	apADaahh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	7	l	apADaahl	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	7	n	apADaahn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	8	h	apADaaih	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	8	l	apADaail	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	8	n	apADaain	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	9	h	apADaajh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	9	l	apADaajl	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	9	n	apADaajn	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	10	h	apADaakh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	10	l	apADaakl	20	0	0	0	0	390	0	0	2.37	2.37
lotta_large	15	10	n	apADaakn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	11	h	apADaalh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	11	l	apADaall	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	11	n	apADaaln	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	12	h	apADaamh	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	12	l	apADaaml	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	12	n	apADaamn	20	0	0	0	0	390	0	0	2.32	2.32
lotta_large	15	13	h	apADaanh	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	13	l	apADaanl	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	13	n	apADaann	20	0	0	0	0	390	0	0	2.31	2.30
lotta_large	15	14	h	apADaaoh	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	14	l	apADaaol	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	14	n	apADaaon	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	15	h	apADaaph	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	15	l	apADaapl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	15	n	apADaapn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	16	h	apADaaqh	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	16	l	apADaaql	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	16	n	apADaaqn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	17	h	apADaarh	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	17	l	apADaarl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	17	n	apADaarn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	18	h	apADaash	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	18	l	apADaasl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	18	n	apADaasn	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	19	h	apADaath	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	19	l	apADaatl	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	19	n	apADaatn	20	0	0	0	0	390	0	0	2.32	2.32
lotta_large	15	20	h	apADaauh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	20	l	apADaaul	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	20	n	apADaaun	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	21	h	apADaavh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	21	l	apADaavl	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	21	n	apADaavn	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	22	h	apADaawh	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	22	l	apADaawl	20	0	0	0	0	390	0	0	2.32	2.32
lotta_large	15	22	n	apADaawn	20	0	0	0	0	390	0	0	2.32	2.32
lotta_large	15	23	h	apADaaxh	20	0	0	0	0	390	0	0	2.34	2.34
lotta_large	15	23	l	apADaaxl	20	0	0	0	0	390	0	0	2.33	2.33
lotta_large	15	23	n	apADaaxn	20	0	0	0	0	390	0	0	2.33	2.33
lotta_large	15	24	h	apADaayh	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	24	l	apADaayl	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	24	n	apADaayn	20	0	0	0	0	390	0	0	2.33	2.33
lotta_large	15	25	h	apADaazh	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	25	l	apADaazl	20	0	0	0	0	390	0	0	2.33	2.33
lotta_large	15	25	n	apADaazn	20	0	0	0	0	390	0	0	2.33	2.33
lotta_large	15	26	h	apADabah	20	0	0	0	0	390	0	0	2.43	2.42
lotta_large	15	26	l	apADabal	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	26	n	apADaban	20	0	0	0	0	390	0	0	2.40	2.39
lotta_large	15	27	h	apADabbh	20	0	0	0	0	390	0	0	2.42	2.41
lotta_large	15	27	l	apADabbl	20	0	0	0	0	390	0	0	2.40	2.39
lotta_large	15	27	n	apADabbn	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	28	h	apADabch	20	0	0	0	0	390	0	0	2.38	2.38
lotta_large	15	28	l	apADabcl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	28	n	apADabcn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	29	h	apADabdh	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	29	l	apADabdl	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	29	n	apADabdn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	30	h	apADabeh	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	30	l	apADabel	20	0	0	0	0	390	0	0	2.42	2.41
lotta_large	15	30	n	apADaben	20	0	0	0	0	390	0	0	2.31	2.30
lotta_large	15	31	h	apADabfh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	31	l	apADabfl	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	31	n	apADabfn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	32	h	apADabgh	20	0	0	0	0	390	0	0	2.40	2.40
lotta_large	15	32	l	apADabgl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	32	n	apADabgn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	33	h	apADabhh	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	33	l	apADabhl	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	33	n	apADabhn	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	34	h	apADabih	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	34	l	apADabil	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	34	n	apADabin	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	35	h	apADabjh	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	35	l	apADabjl	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	35	n	apADabjn	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	36	h	apADabkh	20	0	0	0	0	390	0	0	2.69	2.68
lotta_large	15	36	l	apADabkl	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	36	n	apADabkn	20	0	0	0	0	390	0	0	2.59	2.59
lotta_large	15	37	h	apADablh	20	0	0	0	0	390	0	0	2.40	2.39
lotta_large	15	37	l	apADabll	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	37	n	apADabln	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	38	h	apADabmh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	38	l	apADabml	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	38	n	apADabmn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	39	h	apADabnh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	39	l	apADabnl	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	39	n	apADabnn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	40	h	apADaboh	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	40	l	apADabol	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	40	n	apADabon	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	41	h	apADabph	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	41	l	apADabpl	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	41	n	apADabpn	20	0	0	0	0	390	0	0	2.35	2.33
lotta_large	15	42	h	apADabqh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	42	l	apADabql	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	42	n	apADabqn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	43	h	apADabrh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	43	l	apADabrl	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	43	n	apADabrn	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	44	h	apADabsh	20	0	0	0	0	390	0	0	2.37	2.37
lotta_large	15	44	l	apADabsl	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	44	n	apADabsn	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	45	h	apADabth	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	45	l	apADabtl	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	45	n	apADabtn	20	0	0	0	0	390	0	0	2.33	2.32
lotta_large	15	46	h	apADabuh	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	46	l	apADabul	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	46	n	apADabun	20	0	0	0	0	390	0	0	2.34	2.33
lotta_large	15	47	h	apADabvh	20	0	0	0	0	390	0	0	2.36	2.35
lotta_large	15	47	l	apADabvl	20	0	0	0	0	390	0	0	2.35	2.34
lotta_large	15	47	n	apADabvn	20	0	0	0	0	390	0	0	2.32	2.31
lotta_large	15	48	h	apADabwh	20	0	0	0	0	390	0	0	2.39	2.38
lotta_large	15	48	l	apADabwl	20	0	0	0	0	390	0	0	2.38	2.37
lotta_large	15	48	n	apADabwn	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	49	h	apADabxh	20	0	0	0	0	390	0	0	2.40	2.40
lotta_large	15	49	l	apADabxl	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	49	n	apADabxn	20	0	0	0	0	390	0	0	2.35	2.35
lotta_large	15	50	h	apADabyh	20	0	0	0	0	390	0	0	2.37	2.36
lotta_large	15	50	l	apADabyl	20	0	0	0	0	390	0	0	2.36	2.36
lotta_large	15	50	n	apADabyn	20	0	0	0	0	390	0	0	2.44	2.43
nosibs	15	1	h	apAEaabh	20	1	1	NA	NA	0	0	0	0.17	0.17
nosibs	15	1	l	apAEaabl	20	3	3	NA	NA	0	0	0	0.17	0.17
nosibs	15	1	n	apAEaabn	20	3	3	NA	NA	0	0	0	0.17	0.17
nosibs	15	2	h	apAEaach	20	2	2	NA	NA	0	0	0	0.17	0.17
nosibs	15	2	l	apAEaacl	20	3	3	2	2	3	0	0	0.17	0.17
nosibs	15	2	n	apAEaacn	20	4	4	2	2	3	0	0	0.17	0.17
nosibs	15	3	h	apAEaadh	20	10	10	4	4	6	0	0	0.17	0.17
nosibs	15	3	l	apAEaadl	20	6	6	NA	NA	0	0	0	0.17	0.17
nosibs	15	3	n	apAEaadn	20	7	7	NA	NA	0	0	0	0.17	0.17
nosibs	15	4	h	apAEaaeh	20	6	6	NA	NA	0	0	0	0.17	0.17
nosibs	15	4	l	apAEaael	20	4	4	NA	NA	0	0	0	0.17	0.17
nosibs	15	4	n	apAEaaen	20	4	4	NA	NA	0	0	0	0.17	0.17
nosibs	15	5	h	apAEaafh	20	5	5	NA	NA	0	0	0	0.17	0.17
nosibs	15	5	l	apAEaafl	20	3	3	NA	NA	0	0	0	0.17	0.17
nosibs	15	5	n	apAEaafn	20	7	7	NA	NA	0	0	0	0.17	0.17
nosibs	15	6	h	apAEaagh	20	3	3	NA	NA	0	0	0	0.17	0.17
nosibs	15	6	l	apAEaagl	20	0	0	NA	NA	0	0	0	0.17	0.17
nosibs	15	6	n	apAEaagn	20	4	4	NA	NA	0	0	0	0.17	0.17
nosibs	15	7	h	apAEaahh	20	5	5	2	2	3	0	0	0.17	0.17
nosibs	15	7	l	apAEaahl	20	5	5	2	2	3	0	0	0.17	0.17
nosibs	15	7	n	apAEaahn	20	5	5	2	2	3	0	0	0.17	0.17
nosibs	15	8	h	apAEaaih	20	3	3	NA	NA	0	0	0	0.17	0.17
nosibs	15	8	l	apAEaail	20	7	7	NA	NA	0	0	0	0.17	0.17
nosibs	15	8	n	apAEaain	20	10	10	4	4	6	0	0	0.17	0.17
nosibs	15	9	h	apAEaajh	20	2	2	NA	NA	0	0	0	0.17	0.17
nosibs	15	9	l	apAEaajl	20	5	5	NA	NA	0	0	0	0.21	0.17
nosibs	15	9	n	apAEaajn	20	4	4	NA	NA	0	0	0	0.17	0.17
nosibs	15	10	h	apAEaakh	20	4	4	3	3	4	0	0	0.19	0.17
nosibs	15	10	l	apAEaakl	20	8	8	2	2	3	0	0	0.17	0.17
nosibs	15	10	n	apAEaakn	20	11	11	6	6	9	0	0	0.17	0.17
nosibs	15	11	h	apAEaalh	20	6	6	2	2	3	0	0	0.17	0.17
nosibs	15	11	l	apAEaall	20	6	6	NA	NA	0	0	0	0.17	0.17
nosibs	15	11	n	apAEaaln	20	6	6	2	2	3	0	0	0.17	0.17
nosibs	15	12	h	apAEaamh	20	5	5	2	2	3	0	0	0.17	0.17
nosibs	15	12	l	apAEaaml	20	4	4	2	2	3	0	0	0.17	0.17
